REGIONAL;SUPERVISOR;VENDEDOR;ROTA;CNPJ;FANTASIA;FORMA DE PAGAMENTO;SEM COMPRAR?;Nº PEDIDOS; MÉDIA FATURAMENTO LÍQ ; TKT MED ;% MARGEM CONTRIBUIÇÃO;R$ MARGEM DE CONTRIBUIÇÃO;FAIXA;LUCRO MEDIO;LATITUDE;LONGITUDE
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;357 - L81 - AS - CENTERBOX 2;11851;CENTERBOX - CURIO;30 dias Boleto;-;3; R$ 3.561,04 ; R$ 1.187,01 ;19,94%; R$ 4.233,36 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.088,17 ;-3.82637289;-38.47433135
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;LUCAS DE LIMA SILVA;535 - L82-REDENCAO-SEDE;11863;MERC. O NEGO;14 dias Boleto;-;1; R$ 748,50 ; R$ 748,50 ;36,28%; R$ 1.540,40 ;MÁXIMO (ACIMA DE R$ 200; R$ 290,70 ;-4.31496939;-38.74268183
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;LUCAS DE LIMA SILVA;605 - L82-MULUNGU-SEDE ;11864;SUPER SOFYA - MULUNGU;14 dias Boleto;-;1; R$ 648,40 ; R$ 648,40 ;11,94%; R$ 501,83 ;MÁXIMO (ACIMA DE R$ 200; R$ 256,71 ;-4.30498095;-38.99568293
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;RAMON BARBOSA ROCHA;475 - L82-BEBERIBE-SEDE;11865;MORANGUINHO - BEBERIBE - LJ 02;35 dias Boleto;-;2; R$ 2.566,30 ; R$ 1.283,15 ;11,34%; R$ 1.596,02 ;MÁXIMO (ACIMA DE R$ 200; R$ 942,32 ;-4.18233313;-38.13682565
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;RAMON BARBOSA ROCHA;465 - L82-CASCAVEL-SEDE;11869;MERCADINHO MENINO JESUS;14 dias Boleto;-;1; R$ 632,70 ; R$ 632,70 ;24,78%; R$ 1.018,52 ;MÁXIMO (ACIMA DE R$ 200; R$ 277,90 ;-4.12783204;-38.24556055
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARIA DANNIELY DOS SANTOS;181 - L82-ITAPIPOCA-AUTO SERVICO;11871;ECONOMICO - EXPRESS;14 dias Boleto;-;2; R$ 1.409,56 ; R$ 704,78 ;31,93%; R$ 2.208,39 ;MÁXIMO (ACIMA DE R$ 200; R$ 507,75 ;-3.5011612;-39.58200757
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;372 - L81 - AS - COMETA 2;11879;COMETA (PATIO OLIVEIRA PAIVA);Transferencia 50 dias;-;2; R$ 4.332,73 ; R$ 2.166,37 ;12,43%; R$ 3.083,09 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.369,18 ;-3.79612714;-38.49383649
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;357 - L81 - AS - CENTERBOX 2;11895;CENTERBOX - PEDRAS;30 dias Boleto;-;3; R$ 6.722,78 ; R$ 2.240,93 ;28,93%; R$ 8.432,68 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.008,37 ;-3.89368547;-38.51477265
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;357 - L81 - AS - CENTERBOX 2;11896;CENTERBOX - PARQUE DOM PEDRO;30 dias Boleto;-;3; R$ 2.691,85 ; R$ 897,28 ;18,87%; R$ 3.166,99 ;MÁXIMO (ACIMA DE R$ 200; R$ 574,39 ;-3.90694584;-38.50743777
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;357 - L81 - AS - CENTERBOX 2;11898;CENTERBOX - VALPARAISO;30 dias Boleto;-;2; R$ 4.930,99 ; R$ 2.465,49 ;32,44%; R$ 8.465,20 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.528,31 ;-3.8489518;-38.51200331
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;357 - L81 - AS - CENTERBOX 2;11899;CENTERBOX - LAGOA REDONDA;30 dias Boleto;-;4; R$ 3.924,43 ; R$ 981,11 ;11,86%; R$ 2.776,03 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.273,61 ;-3.82635425;-38.47426069
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;100 - L82-PENTECOSTE-SEDE;11907;MERC. DO PAULAO PENTECOSTE;A vista  + 10 dias;-;2; R$ 460,92 ; R$ 230,46 ;31,31%; R$ 880,88 ;MÁXIMO (ACIMA DE R$ 200; R$ 216,21 ;-3.79033097;-39.26660394
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOSE IGOR SOUSA LIMA;275 - L82-TIANGUA-SEDE ;11909;SERVE BEM - TIANGUA;21 dias Boleto;SIM;0; R$ -   ; R$ -   ;22,83%; R$ 1.135,29 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.72393885;-40.99052636
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;130 - L81 - AUTO SERVICO 4;11912;SUPER GENTILANDIA- JOSE BONIFACIO;21 dias Boleto;-;3; R$ 1.600,40 ; R$ 533,47 ;27,56%; R$ 2.090,64 ;MÁXIMO (ACIMA DE R$ 200; R$ 539,43 ;-3.73839532;-38.53222215
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;140 - L82-TRAIRI(SEDE)-D2-GUALDRAPAS;11915;MERC.  N SENHORA APARECIDA;A vista  + 10 dias;-;2; R$ 234,90 ; R$ 117,45 ;46,84%; R$ 545,98 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ 111,69 ;-3.4516511;-39.29552973
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;140 - L81 - AUTO SERVICO 5;11917;MERCADINHO PAIS E FILHO;A vista;-;1; R$ 230,25 ; R$ 230,25 ;50,73%; R$ 273,75 ;MÁXIMO (ACIMA DE R$ 200; R$ 113,77 ;-3.77128629;-38.45821768
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;PAMELA MARTINS GONCALVES;151 - L81 - PEQUENO VAREJO 6;11918;MERC. N SENHORA DE FATIMA;7 dias Boleto;-;1; R$ 202,00 ; R$ 202,00 ;44,55%; R$ 369,15 ;MÁXIMO (ACIMA DE R$ 200; R$ 95,21 ;-3.84991864;-38.48021699
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;PAMELA MARTINS GONCALVES;151 - L81 - PEQUENO VAREJO 6;11920;MERCADINHO MARCOS;A vista;-;1; R$ 266,07 ; R$ 266,07 ;45,79%; R$ 643,60 ;MÁXIMO (ACIMA DE R$ 200; R$ 124,23 ;-3.84897499;-38.48282306
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;800 - L82-JUAZEIRO DO NORTE-SEDE;11924;MATEUS - JUAZEIRO DO NORTE;Transferencia 45 dias;-;3; R$ 27.457,70 ; R$ 9.152,57 ;18,09%; R$ 30.205,65 ;MÁXIMO (ACIMA DE R$ 200; R$ 7.370,72 ;-7.2189664;-39.32314696
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;130 - L82-URUBURETAMA-SEDE;11925;F&L;A vista  + 10 dias;-;1; R$ 2.700,00 ; R$ 2.700,00 ;52,40%; R$ 3.930,00 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.426,28 ;-3.62186394;-39.50750553
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;11926;MERCADINHO DO ROMEU;A vista;-;1; R$ 195,20 ; R$ 195,20 ;43,51%; R$ 497,35 ;REGULAR (R$ 180 À R$ 200); R$ 82,43 ;-3.78029616;-38.50353329
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;11927;MERCADINHO EVANDRO;14 dias Boleto;-;1; R$ 713,81 ; R$ 713,81 ;25,92%; R$ 1.167,31 ;MÁXIMO (ACIMA DE R$ 200; R$ 213,79 ;-3.78286517;-38.50397111
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;11928;MERCADINHO DO SEU DIA A DIA;A vista;SIM;0; R$ -   ; R$ -   ;45,00%; R$ 227,70 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.78915588;-38.66088715
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;11929;MERCADINHO DA APARECIDA;A vista;-;2; R$ 395,92 ; R$ 197,96 ;40,34%; R$ 847,83 ;REGULAR (R$ 180 À R$ 200); R$ 161,59 ;-3.7967961;-38.46483618
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;140 - L82-TRAIRI(SEDE)-D2-GUALDRAPAS;11930;MERCEARIA CUSTODIO CAMPESTRE;A vista  + 10 dias;-;1; R$ 184,00 ; R$ 184,00 ;36,49%; R$ 135,17 ;REGULAR (R$ 180 À R$ 200); R$ 89,12 ;-3.35908958;-39.29180232
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;131 - L81 - PEQUENO VAREJO 4;11933;GR MERCADINHO;A vista;SIM;0; R$ -   ; R$ -   ;0,00%; R$ -   ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.77279402;-38.44345809
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;350 - L82-IPU-SEDE ;11934;SUPERMERCADO DOIS IRMAOS - IPU (CEL FELIX);28 dias Boleto                                    ;-;1; R$ 694,72 ; R$ 694,72 ;17,81%; R$ 711,93 ;MÁXIMO (ACIMA DE R$ 200; R$ 233,39 ;-4.32369554;-40.70902842
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;350 - L82-IPU-SEDE ;11935;SUPERMERCADO DOIS IRMAOS - IPU (CEL LIBERALINO);28 dias Boleto                                    ;-;2; R$ 1.938,54 ; R$ 969,27 ;15,34%; R$ 1.688,11 ;MÁXIMO (ACIMA DE R$ 200; R$ 662,61 ;-4.32457552;-40.70934244
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;350 - L82-IPU-SEDE ;11936;SUPERMERCADO DOIS IRMAOS - IPU (BOULEVARD);28 dias Boleto                                    ;-;2; R$ 2.420,32 ; R$ 1.210,16 ;27,38%; R$ 3.606,64 ;MÁXIMO (ACIMA DE R$ 200; R$ 852,69 ;-4.33021371;-40.71547028
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;302 - L82-GUARACIABA DO NORTE-DOIS IRMAOS ;11938;SUPERMERCADO DOIS IRMAOS - GUARACIABA (CAPITAO FERREIRA);28 dias Boleto                                    ;-;2; R$ 3.072,13 ; R$ 1.536,06 ;25,11%; R$ 4.393,45 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.027,47 ;-4.16251756;-40.75337537
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;302 - L82-GUARACIABA DO NORTE-DOIS IRMAOS ;11939;SUPERMERCADO DOIS IRMAOS - GUARACIABA (MONSENHOR EURICO);28 dias Boleto                                    ;-;2; R$ 1.965,24 ; R$ 982,62 ;32,77%; R$ 3.839,80 ;MÁXIMO (ACIMA DE R$ 200; R$ 720,36 ;-4.16427259;-40.74895642
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;355 - L82-IPUEIRAS-SEDE;11940;SUPERMERCADO DOIS IRMAOS - IPUEIRAS (MANOEL MORAO);28 dias Boleto                                    ;-;2; R$ 3.289,25 ; R$ 1.644,63 ;29,01%; R$ 4.999,95 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.199,83 ;-4.54121044;-40.71612718
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;298 - L82-VARJOTA-SEDE ;11941;SUPERMERCADO DOIS IRMAOS - VARJOTA (FLEURICE MUNIZ);28 dias Boleto                                    ;-;2; R$ 2.923,17 ; R$ 1.461,59 ;25,45%; R$ 3.894,35 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.058,41 ;-4.19655305;-40.47399847
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;297 - L82-RERIUTABA-SEDE ;11942;SUPERMERCADO DOIS IRMAOS - RERIUTABA;28 dias Boleto                                    ;-;2; R$ 2.717,17 ; R$ 1.358,59 ;25,52%; R$ 3.773,98 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.030,81 ;-4.14401366;-40.58058349
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;LUCILA RODRIGUES GALVAO;298 - L82-VARJOTA-SEDE ;11943;SUPERMERCADO DOIS IRMAOS - VARJOTA (RODRIGUES FARIAS);28 dias Boleto                                    ;-;2; R$ 2.459,39 ; R$ 1.229,70 ;28,76%; R$ 3.737,99 ;MÁXIMO (ACIMA DE R$ 200; R$ 927,38 ;-4.19201183;-40.47729325
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;PAMELA MARTINS GONCALVES;151 - L81 - PEQUENO VAREJO 6;11944;MERCADINHO MANOEL;A vista;-;1; R$ 158,10 ; R$ 158,10 ;45,05%; R$ 207,90 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 66,52 ;-3.84973691;-38.48060549
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;357 - L81 - AS - CENTERBOX 2;11946;CENTERBOX - PARQUE SANTA MARIA;30 dias Boleto;-;3; R$ 3.213,15 ; R$ 1.071,05 ;25,44%; R$ 4.288,44 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.082,82 ;-3.8573702;-38.50257130
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;RAMON BARBOSA ROCHA;495 - L82-PACAJUS-SEDE ;11948;COMERCIAL NI;21 dias Boleto;-;1; R$ 1.152,60 ; R$ 1.152,60 ;24,30%; R$ 1.292,80 ;MÁXIMO (ACIMA DE R$ 200; R$ 369,55 ;-4.17106446;-38.46239546
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;RAMON BARBOSA ROCHA;465 - L82-CASCAVEL-SEDE;11949;PANIFICADORA NOSSO PAO - CASCAVEL;7 dias Boleto;-;1; R$ 380,50 ; R$ 380,50 ;37,26%; R$ 574,60 ;MÁXIMO (ACIMA DE R$ 200; R$ 137,64 ;-4.1320371;-38.2370068
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;PAMELA MARTINS GONCALVES;151 - L81 - PEQUENO VAREJO 6;11950;MERCADINHO PAULO;A vista;-;1; R$ 206,16 ; R$ 206,16 ;40,64%; R$ 318,66 ;MÁXIMO (ACIMA DE R$ 200; R$ 93,42 ;-3.85007075;-38.48556734
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FRANCISCO ENNIO ANDRADE RICARTE;360 - L82-CRATEUS-SEDE ;11954;FRUTARIA FRUT MAIS;14 dias Boleto;-;2; R$ 2.346,10 ; R$ 1.173,05 ;32,54%; R$ 2.754,11 ;MÁXIMO (ACIMA DE R$ 200; R$ 937,78 ;-5.1873128;-40.67425985
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;LUCAS DE LIMA SILVA;565 - L82-BATURITE-SEDE;11957;QUEIROZ SUPERMERCADO - BATURITE;21 dias Boleto;-;2; R$ 1.171,98 ; R$ 585,99 ;-3,94%;-R$ 206,10 ;MÁXIMO (ACIMA DE R$ 200; R$ 412,71 ;-4.33284993;-38.8779428
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;LUCAS DE LIMA SILVA;575 - L82-CAPISTRANO-SEDE;11958;QUEIROZ SUPERMERCADO - CAPISTRANO LJ02;21 dias Boleto;-;2; R$ 866,03 ; R$ 433,02 ;24,18%; R$ 934,95 ;MÁXIMO (ACIMA DE R$ 200; R$ 284,26 ;-4.46787919;-38.89876098
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO JUNIOR LOURENCO BARBOSA;710 - L82-CHORO-SEDE ;11959;QUEIROZ SUPERMERCADO - CHORO;21 dias Boleto;-;2; R$ 2.406,23 ; R$ 1.203,12 ;36,90%; R$ 3.156,05 ;MÁXIMO (ACIMA DE R$ 200; R$ 895,32 ;-4.84439049;-39.13898766
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;11961;MERC. O MARCOS;A vista;-;2; R$ 359,58 ; R$ 179,79 ;47,95%; R$ 721,10 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 179,27 ;-3.69845952;-38.59345865
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;131 - L81 - PEQUENO VAREJO 4;11969;CASA DAS FRUTAS;14 dias Boleto;-;2; R$ 485,43 ; R$ 242,72 ;39,06%; R$ 761,72 ;MÁXIMO (ACIMA DE R$ 200; R$ 211,92 ;-3.72771524;-38.60293463
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;11970;MERCADINHO DO EDVALDO;A vista;SIM;0; R$ -   ; R$ -   ;48,18%; R$ 146,28 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.79778748;-38.46096991
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FRANCISCO ENNIO ANDRADE RICARTE;360 - L82-CRATEUS-SEDE ;11972;MEU CAFE;7 dias Boleto;-;2; R$ 355,85 ; R$ 177,93 ;49,10%; R$ 467,25 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 178,38 ;-5.18280923;-40.67388322
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARIA EDILENE MIRANDA;221 - L82-MARCO-AUTO SERVICO;11978;PAIS E FILHOS;14 dias Boleto;-;1; R$ 586,12 ; R$ 586,12 ;36,53%; R$ 907,51 ;MÁXIMO (ACIMA DE R$ 200; R$ 210,58 ;-3.12095438;-40.14930526
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;11979;SUPER LEVI;7 dias Boleto;-;1; R$ 345,34 ; R$ 345,34 ;39,12%; R$ 544,64 ;MÁXIMO (ACIMA DE R$ 200; R$ 142,35 ;-3.79507376;-38.54671186
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;145 - L82-PARAIPABA(SEDE)+DISTRITOS ;11983;MAE RAINHA - PARAIPABA;30 dias Boleto;-;2; R$ 7.923,16 ; R$ 3.961,58 ;36,11%; R$ 11.605,98 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.942,46 ;-3.44029271;-39.14950861
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FRANCISCO ENNIO ANDRADE RICARTE;360 - L82-CRATEUS-SEDE ;11993;MERCANTIL DO MORAIS;21 dias Boleto;-;1; R$ 905,50 ; R$ 905,50 ;45,85%; R$ 1.245,40 ;MÁXIMO (ACIMA DE R$ 200; R$ 415,65 ;-5.18214461;-40.67756441
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;11994;MERCADINHO EBENEZER;7 dias Boleto;-;1; R$ 305,48 ; R$ 305,48 ;42,20%; R$ 449,90 ;MÁXIMO (ACIMA DE R$ 200; R$ 133,42 ;-3.76835763;-38.54941322
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;11995;PADARIA PAO DE MEL;A vista;-;1; R$ 208,42 ; R$ 208,42 ;45,43%; R$ 381,25 ;MÁXIMO (ACIMA DE R$ 200; R$ 97,47 ;-3.77394996;-38.51426813
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FRANCISCO ENNIO ANDRADE RICARTE;360 - L82-CRATEUS-SEDE ;11997;PANIFICADORA ESPERANCA;14 dias Boleto;-;2; R$ 491,15 ; R$ 245,57 ;49,42%; R$ 485,47 ;MÁXIMO (ACIMA DE R$ 200; R$ 240,96 ;-5.15897042;-40.66479486
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;354 - L81 - AS - COMETA 1;12000;COMETA (EXPRESS 01);Transferencia 50 dias;-;1; R$ 664,44 ; R$ 664,44 ;29,07%; R$ 646,40 ;MÁXIMO (ACIMA DE R$ 200; R$ 214,01 ;-3.76752651;-38.55298701
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FRANCISCO ENNIO ANDRADE RICARTE;358 - L82-IPAPORANGA-SEDE;12001;SOUSA VARIEDADES;7 dias Boleto;-;1; R$ 151,50 ; R$ 151,50 ;44,36%; R$ 67,20 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 66,80 ;-4.90654728;-40.76494749
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FRANCISCO ENNIO ANDRADE RICARTE;358 - L82-IPAPORANGA-SEDE;12002;PANIFICADORA SAO FRANCISCO;7 dias Boleto;-;1; R$ 232,60 ; R$ 232,60 ;51,03%; R$ 118,70 ;MÁXIMO (ACIMA DE R$ 200; R$ 118,87 ;-4.90311675;-40.75992816
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;ROBERT REGIS GOMES MATOS;350 - L81 - AS - REDE ATACADISTA;12013;REDE UNIFORCA - CD;30 dias Boleto;-;2; R$ 97.560,96 ; R$ 48.780,48 ;0,00%; R$ -   ;MÁXIMO (ACIMA DE R$ 200; R$ 19.509,58 ;-3.96526816;-38.51777873
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;131 - L81 - PEQUENO VAREJO 4;12020;MERCADINHO CRISTO REDENTOR;7 dias Boleto;-;1; R$ 243,40 ; R$ 243,40 ;44,64%; R$ 108,65 ;MÁXIMO (ACIMA DE R$ 200; R$ 110,24 ;-3.70971059;-38.56897025
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;125 - L82-UMIRIM-SEDE;12022;MERCADINHO DOIS IRMAO - UMIRIM;A vista;-;2; R$ 445,12 ; R$ 222,56 ;40,04%; R$ 499,65 ;MÁXIMO (ACIMA DE R$ 200; R$ 182,28 ;-3.67679351;-39.34978556
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FRANCISCO ENNIO ANDRADE RICARTE;358 - L82-IPAPORANGA-SEDE;12034;MERCANTIL DA MICINHA;14 dias Boleto;-;1; R$ 387,98 ; R$ 387,98 ;42,78%; R$ 331,94 ;MÁXIMO (ACIMA DE R$ 200; R$ 168,39 ;-4.89949178;-40.75753371
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;121 - L81 - PEQUENO VAREJO 3;12038;MERCADINHO BOM NO PREÇO;21 dias Boleto;-;2; R$ 1.236,06 ; R$ 618,03 ;36,70%; R$ 1.360,99 ;MÁXIMO (ACIMA DE R$ 200; R$ 518,96 ;-3.9152141;-38.59900240191240
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;12039;MERCADINHO SANTO ANTONIO;A vista;-;2; R$ 726,77 ; R$ 363,39 ;33,03%; R$ 720,14 ;MÁXIMO (ACIMA DE R$ 200; R$ 242,04 ;-3.680505269986350;-38.73454749436100
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;125 - L82-UMIRIM-SEDE;12046;HORTIFRUTI MATHEUS;7 dias Boleto;-;1; R$ 210,15 ; R$ 210,15 ;46,22%; R$ 194,25 ;MÁXIMO (ACIMA DE R$ 200; R$ 97,40 ;-3.675641;-39.339386
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;PAMELA MARTINS GONCALVES;151 - L81 - PEQUENO VAREJO 6;12052;SUPERMERCADO ATACADAO AGUIAR;21 dias Boleto;-;1; R$ 1.200,17 ; R$ 1.200,17 ;15,71%; R$ 377,11 ;MÁXIMO (ACIMA DE R$ 200; R$ 188,53 ;-3.831850;-38.461958
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;100 - L82-PENTECOSTE-SEDE;12059;MERCADINHO LORENA;A vista  + 10 dias;-;1; R$ 178,55 ; R$ 178,55 ;33,20%; R$ 118,57 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 59,26 ;-3.788707;-39.273244
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;FRANCISCO ERALDO BRITO FELIX;120 - L82-S.LUIS CURU-SEDE;12066;MERCADINHO BOM PREÇO;A vista  + 10 dias;-;1; R$ 139,01 ; R$ 139,01 ;47,07%; R$ 204,57 ;MÍNIMO (R$ 130 À R$ 150); R$ 66,15 ;-3.671988;-39.240596
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;185 - L82-AMONTADA-SEDE;12088;FRIGORIFICO DUVALLE;A vista;-;2; R$ 1.220,40 ; R$ 610,20 ;42,99%; R$ 710,40 ;MÁXIMO (ACIMA DE R$ 200; R$ 537,94 ;-3.360897;-39.831260
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;FABRICIO GALDENCIO BRAGA;141 - L81 - PEQUENO VAREJO 5;12093;MART MIX ATACAREJO;A vista;SIM;0; R$ -   ; R$ -   ;0,00%; R$ -   ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.763715;-38.530125
